index,ok,track_id,url,duration_str,duration,title,score,view_count,genre,num_mixes,genre_counts
,,GUKKEEtJRMc,https://youtu.be/GUKKEEtJRMc,6:38,398,The Agents of Change - Fear Us - Cause Recs 028,0.0000,"7,182",Hard Techno,3,"[('Hard Techno', 3.0)]"
,,9_nD7eco6DU,https://youtu.be/9_nD7eco6DU,5:09,309,Drunken Kong - Our Lights Shine,0.0000,"7,162",Techno,3,"[('Techno', 1.5), ('Tech House', 1.0), ('House', 0.5)]"
,,I-WWVeJzvFY,https://youtu.be/I-WWVeJzvFY,7:31,451,2nd Phase - Short Circuit (Original Mix),0.0000,"7,078",Progressive Trance,3,"[('Tech House', 0.75), ('Progressive House', 0.75), ('Trance', 0.75), ('Progressive Trance', 0.75)]"
,,LofIquHfVYU,https://youtu.be/LofIquHfVYU,6:10,370,Dubiosity & Pjotr G - Savant [PRRUKBLK021],0.0000,"7,039",Techno,3,"[('Techno', 2.5), ('Tech House', 0.5)]"
,,x3o-ERSOMzA,https://youtu.be/x3o-ERSOMzA,9:23,563,Nicole Moudaber - The Road To Transformation (Original Mix),0.0000,"6,986",Tech House,3,"[('Tech House', 2.0), ('Techno', 0.5), ('House', 0.5)]"
,,OyZ_17Q4pXU,https://youtu.be/OyZ_17Q4pXU,6:46,406,Digital Domain - I Need Relief [Acid Mix],0.0000,"6,972",Techno,3,"[('Techno', 1.83), ('Rave', 0.5), ('House', 0.33), ('Electro', 0.33)]"
,,Ecs8gOWUTWU,https://youtu.be/Ecs8gOWUTWU,5:42,342,Tensal - Achievement 3 [FLOAT008],0.0000,"6,953",Techno,3,"[('Techno', 3.0)]"
,,brCYg6M0zlw,https://youtu.be/brCYg6M0zlw,7:11,431,Alan Fitzpatrick - Lexicon (Original Mix),0.0000,"6,937",Tech House,3,"[('Techno', 1.5), ('Tech House', 1.5)]"
,,SyVV0lHuukQ,https://youtu.be/SyVV0lHuukQ,7:19,439,Boris - Make You Do (Original Mix) [Toolroom Trax],0.0000,"6,892",House,3,"[('House', 1.5), ('Tech House', 1.0), ('Techno', 0.5)]"
,,5OfzP-q0Q0k,https://youtu.be/5OfzP-q0Q0k,5:48,348,Boris Dlugosch - Knalldrang (Show-B Remix),0.0000,"6,867",House,3,"[('House', 1.33), ('Tech House', 0.83), ('Deep House', 0.5), ('Progressive House', 0.33)]"
,,WWah8q7k_T0,https://youtu.be/WWah8q7k_T0,4:20,260,Paul Miller- Plick Plack [ASOT 691],0.0000,"6,838",Progressive Trance,3,"[('Progressive House', 1.0), ('Trance', 1.0), ('Progressive Trance', 1.0)]"
,,Ak3k9JoGPc4,https://youtu.be/Ak3k9JoGPc4,6:58,418,Premiere: Tiefschwarz - Echo 1 (Timo Maas Remix) [Studio Kreuzberg],0.0000,"6,827",Progressive House,3,"[('Techno', 1.0), ('Tech House', 1.0), ('Progressive House', 1.0)]"
,,QKPjaD0W9xE,https://youtu.be/QKPjaD0W9xE,6:44,404,Vinalog - Phasing Ride,0.0000,"6,757",Electro,3,"[('Electro', 2.0), ('House', 1.0)]"
,,xtbsVV9sBjM,https://youtu.be/xtbsVV9sBjM,6:21,381,Seba & Paradox - Delusions,0.0000,"6,748",Drum & Bass,3,"[('Drum & Bass', 3.0)]"
,,pp1lLtuWgQw,https://youtu.be/pp1lLtuWgQw,3:18,198,02 Om Unit - Spiritwerk [Cosmic Bridge Records],0.0000,"6,732",Drum & Bass,3,"[('Drum & Bass', 2.33), ('Jungle', 0.33), ('Hip Hop', 0.33)]"
,,Q1svWiV6Rrg,https://youtu.be/Q1svWiV6Rrg,7:00,420,Daniel Trim - Ultra Discount (Original Mix) [Glasgow Underground],0.0000,"6,706",House,3,"[('House', 1.5), ('Disco', 1.0)]"
,,1rAXjQuheRk,https://youtu.be/1rAXjQuheRk,7:12,432,Boryana - Everything Is Everything (Original Mix),0.0000,"6,670",Techno,3,"[('Techno', 1.5), ('Tech House', 0.83), ('House', 0.33), ('Progressive House', 0.33)]"
,,9LcIopaBAIU,https://youtu.be/9LcIopaBAIU,6:42,402,Steve Parker - Innerstate (Original Mix),0.0000,"6,660",House,3,"[('Tech House', 1.0), ('House', 1.0), ('Techno', 0.5), ('Deep Tech House', 0.5)]"
,,7FUKeUt3d14,https://youtu.be/7FUKeUt3d14,7:39,459,Darmec - My Silence (Original Mix),0.0000,"6,658",Progressive House,3,"[('House', 1.0), ('Progressive House', 1.0), ('Techno', 0.33), ('Tech House', 0.33), ('Trance', 0.33)]"
,,7uLri0BZEEM,https://youtu.be/7uLri0BZEEM,7:10,430,Premiere: Secret Cinema - Seance (Original mix) [Gem Records],0.0000,"6,652",Tech House,3,"[('Techno', 1.5), ('Tech House', 1.5)]"
,,qxoiqaYayUI,https://youtu.be/qxoiqaYayUI,6:09,369,Samuel L Session - Chains (Original Mix) [ALLEANZA],0.0000,"6,629",Tech House,3,"[('Tech House', 1.5), ('Techno', 1.0), ('House', 0.5)]"
,,597kEDCaE0c,https://youtu.be/597kEDCaE0c,6:08,368,Nikola Gala - Triodion (Original Mix) [Anemone Recordings],0.0000,"6,622",Techno,3,"[('Techno', 2.5), ('Tech House', 0.5)]"
,,wva25Jy0X08,https://youtu.be/wva25Jy0X08,4:59,299,BakuBoy & Austin Blake - Atropat,0.0000,"6,608",Trance,3,"[('Trance', 1.17), ('House', 0.83), ('Progressive House', 0.67), ('Psytrance', 0.33)]"
,,CMV5Wh-Xt_c,https://youtu.be/CMV5Wh-Xt_c,6:57,417,Loco & Jam - Vesta (Unrilis),0.0000,"6,606",Techno,3,"[('Techno', 2.5), ('Tech House', 0.5)]"
,,CWmiGqdz-Pk,https://youtu.be/CWmiGqdz-Pk,6:51,411,Paragon - Precipice,0.0000,"6,604",Drum & Bass,3,"[('Drum & Bass', 3.0)]"
,,U_r4seO0iuA,https://youtu.be/U_r4seO0iuA,5:24,324,Secluded - Obstacle (Truncate Jammin Remix) [SLEAZE RECORDS (UK)],0.0000,"6,560",Techno,3,"[('Techno', 2.5), ('Tech House', 0.5)]"
,,NGZ62Eb8u9g,https://youtu.be/NGZ62Eb8u9g,7:59,479,Ghost Culture - Multiply [PH52],0.0000,"6,548",House,3,"[('Tech House', 1.33), ('House', 1.33), ('Techno', 0.33)]"
,,MoKTkvT4wnI,https://youtu.be/MoKTkvT4wnI,3:38,218,Black Caviar - Do You Like It When I'm Freaky,0.0000,"6,544",Progressive House,3,"[('House', 1.25), ('Progressive House', 1.25), ('Dubstep', 0.25), ('Bassline', 0.25)]"
,,aL7ChM4H70Q,https://youtu.be/aL7ChM4H70Q,6:24,384,Memory Loss - Maybe Tomorrow,0.0000,"6,538",Trance,3,"[('Trance', 2.0), ('Progressive House', 0.5), ('Progressive Trance', 0.5)]"
,,lzZZajbO6es,https://youtu.be/lzZZajbO6es,7:18,438,Jon Gurd - Life In Layers (Original Mix),0.0000,"6,524",Techno,3,"[('Techno', 2.0), ('Tech House', 1.0)]"
,,fsykT_xAw-0,https://youtu.be/fsykT_xAw-0,5:37,337,Arjun Vagale - Le Freak (Original Mix),0.0000,"6,390",Tech House,3,"[('Tech House', 2.0), ('Techno', 1.0)]"
,,aDtDJqd34g8,https://youtu.be/aDtDJqd34g8,8:36,516,Dense & Pika - Cartoon Heart (Slam Track Series Remix) - Kneaded Pains,0.0000,"6,344",Techno,3,"[('Techno', 1.5), ('Tech House', 1.0), ('Trance', 0.5)]"
,,Y9_3emJB7zs,https://youtu.be/Y9_3emJB7zs,9:49,589,Dinky   Casa Axel Boman Dub Mix Crosstown Rebels,0.0000,"6,317",House,3,"[('House', 1.33), ('Deep House', 0.83), ('Tech House', 0.5), ('House (Old School)', 0.33)]"
,,1NR-eul4koI,https://youtu.be/1NR-eul4koI,7:31,451,BAD COMPANY - BLIND,0.0000,"6,314",Drum & Bass,3,"[('Drum & Bass', 3.0)]"
,,yS_y_dpUDzY,https://youtu.be/yS_y_dpUDzY,7:28,448,Nucleus & Paradox - Esoteric Funk pt.2,0.0000,"6,276",Drum & Bass,3,"[('Drum & Bass', 3.0)]"
,,kIQNK6248j0,https://youtu.be/kIQNK6248j0,6:32,392,Cosmic Boys - Connexion (Original Mix) [Legend],0.0000,"6,274",Tech House,3,"[('Techno', 1.17), ('Tech House', 1.17), ('Trance', 0.33), ('Hard House', 0.33)]"
,,Ks2x124-F7c,https://youtu.be/Ks2x124-F7c,7:12,432,Kaiserdisco - Jet Stream (Christian Smith & Wehbba Remix) [KD Music],0.0000,"6,174",House,3,"[('Tech House', 1.5), ('House', 1.5)]"
,,lXsqcYnU6M4,https://youtu.be/lXsqcYnU6M4,6:56,416,Alberto Ruiz - Sustained (Original Mix) [Transmit Recordings],0.0000,"6,168",Tech House,3,"[('Tech House', 1.5), ('Progressive House', 1.0), ('Techno', 0.5)]"
,,5B4USdbBoJE,https://youtu.be/5B4USdbBoJE,7:45,465,Loco & Jam - Blurred Motion (Original Mix) [ALLEANZA],0.0000,"6,124",Techno,3,"[('Techno', 2.0), ('Tech House', 1.0)]"
,,qIXF1OXMdJI,https://youtu.be/qIXF1OXMdJI,5:00,300,Layton Giordani - Body Language {Ripped from DCR377},0.0000,"6,111",Techno,3,"[('Techno', 2.5), ('Tech House', 0.5)]"
,,8c785hnVenU,https://youtu.be/8c785hnVenU,6:10,370,ESHU - Cesium,0.0000,"6,088",Techno,3,"[('Techno', 2.0), ('Minimal', 0.5), ('Dub Techno', 0.5)]"
,,RUnP-AT9LVY,https://youtu.be/RUnP-AT9LVY,7:47,467,Paride Saraceni - Long Awaited Dawn (Original Mix),0.0000,"6,072",Tech House,3,"[('Techno', 1.33), ('Tech House', 1.33), ('Progressive House', 0.33)]"
,,BP8984Edu_0,https://youtu.be/BP8984Edu_0,6:09,369,Terence Fixmer - Psychik (Part 2) [CLR],0.0000,"6,049",Techno,3,"[('Techno', 3.0)]"
,,7v7_8MnbL_o,https://youtu.be/7v7_8MnbL_o,6:50,410,Ilk - The Sound Of Falling,0.0000,"6,011",Drum & Bass,3,"[('Drum & Bass', 3.0)]"
,,F0V3jJJXn_M,https://youtu.be/F0V3jJJXn_M,6:32,392,DJ Anna   Slow Mind,0.0000,"6,002",House,3,"[('Tech House', 1.5), ('House', 1.5)]"
,,MT0IGGJMP2U,https://youtu.be/MT0IGGJMP2U,7:02,422,Christian Smith & Harry Romero - Neon Jungle (Original Mix) [Tronic],0.0000,"5,956",Tech House,3,"[('Tech House', 1.5), ('Techno', 1.0), ('House', 0.5)]"
,,UUAvhItJVJg,https://youtu.be/UUAvhItJVJg,5:53,353,ANNA - Escapism (Original Mix),0.0000,"5,952",Techno,3,"[('Techno', 2.5), ('Tech House', 0.5)]"
,,iEZdX6TvhA8,https://youtu.be/iEZdX6TvhA8,6:01,361,Marco Bailey - Summer Madness [MB Elektronics],0.0000,"5,897",Tech House,3,"[('Techno', 1.5), ('Tech House', 1.5)]"
,,Kwj4job_AF8,https://youtu.be/Kwj4job_AF8,7:42,462,Tom Hades - Backdoors (Original Mix) [Techno Music from Alleanza],0.0000,"5,865",Tech House,3,"[('Techno', 1.5), ('Tech House', 1.5)]"
,,6wwVxbGQH90,https://youtu.be/6wwVxbGQH90,5:44,344,Artilect - Something Else (Homemade Weapons Remix),0.0000,"5,855",Drum & Bass,3,"[('Drum & Bass', 3.0)]"
,,8kE0sNhFCrA,https://youtu.be/8kE0sNhFCrA,6:07,367,Bas Mooy - Rage [Mord 006],0.0000,"5,836",Techno,3,"[('Techno', 3.0)]"
,,rIwcTOPAXzU,https://youtu.be/rIwcTOPAXzU,5:20,320,Foreign Concept feat. T Man - Tag Team (Critical Music) (Tag Team EP),0.0000,"5,834",Drum & Bass,3,"[('Drum & Bass', 2.5), ('Dubstep', 0.5)]"
,,W7jk5LEiOek,https://youtu.be/W7jk5LEiOek,4:05,245,Nymfo - Marching Machines,0.0000,"5,813",Drum & Bass,3,"[('Drum & Bass', 3.0)]"
,,yQf2XmpgR7w,https://youtu.be/yQf2XmpgR7w,6:14,374,Lex Gorrie - Stand Up (UZB Remix) [SLEAZE RECORDS (UK)],0.0000,"5,808",Techno,3,"[('Techno', 2.0), ('Tech House', 1.0)]"
,,mesGl_mSI_Q,https://youtu.be/mesGl_mSI_Q,7:16,436,Wata Igarashi - Death Orange,0.0000,"5,793",Techno,3,"[('Techno', 3.0)]"
,,xuO14Pys66g,https://youtu.be/xuO14Pys66g,5:40,340,NX1 - 023 (Go Hiyama Remix) [NEXE001],0.0000,"5,768",Techno,3,"[('Techno', 2.0), ('Detroit Techno', 1.0)]"
,,5AxHsgLPaVo,https://youtu.be/5AxHsgLPaVo,6:04,364,PAUL B - DROP BY DROP,0.0000,"5,702",Drum & Bass,3,"[('Drum & Bass', 3.0)]"
,,guAtOy6sytk,https://youtu.be/guAtOy6sytk,5:59,359,"Marcus Intalex, ST Files & Calibre (Mist:i:cal) - Mistical Dub",0.0000,"5,700",Drum & Bass,3,"[('Drum & Bass', 3.0)]"
,,nAcu2qAgiJc,https://youtu.be/nAcu2qAgiJc,7:46,466,2nd Phase - Innervate,0.0000,"5,665",Trance,3,"[('Trance', 1.0), ('Tech House', 0.5), ('Progressive House', 0.5), ('Progressive Trance', 0.5), ('Psytrance', 0.5)]"
,,iDv398cVTMQ,https://youtu.be/iDv398cVTMQ,4:07,247,VIDEO PREMIERE: TÉNÈBRE - Axe Nord-Sud [WNCL Recordings],0.0000,"5,655",House (Old School),3,"[('Techno', 1.0), ('Drum & Bass', 1.0), ('House (Old School)', 1.0)]"
,,OL6tMudABVA,https://youtu.be/OL6tMudABVA,7:14,434,Loco & Jam - Nero (Original Mix) [MB Elektronics],0.0000,"5,634",Tech House,3,"[('Techno', 1.5), ('Tech House', 1.5)]"
,,VYg0fCU_OVg,https://youtu.be/VYg0fCU_OVg,7:18,438,Michael Schwarz - Batshit Insane (Original Mix) [DRIVING FORCES RECORDINGS],0.0000,"5,567",Techno,3,"[('Techno', 2.0), ('Tech House', 0.5), ('House', 0.5)]"
,,ai9qMoI6V04,https://youtu.be/ai9qMoI6V04,6:06,366,PROFF - Carmel (Original Mix),0.0000,"5,507",Progressive Trance,3,"[('Progressive Trance', 1.17), ('Progressive House', 0.83), ('House', 0.33), ('Trance', 0.33), ('Deep House', 0.33)]"
,,dwo-P7RD48k,https://youtu.be/dwo-P7RD48k,6:28,388,Dave Neven - Drifter | Max Freegrant Remix,0.0000,"5,503",Progressive Trance,3,"[('Trance', 1.33), ('Progressive Trance', 1.33), ('House', 0.33)]"
,,OxNft-reKdw,https://youtu.be/OxNft-reKdw,7:56,476,Vozmediano - There's A Light (Rolando Remix),0.0000,"5,494",Tech House,3,"[('Tech House', 2.0), ('House', 0.5), ('Progressive House', 0.5)]"
,,A5wbcfeH_aE,https://youtu.be/A5wbcfeH_aE,5:47,347,Mr. Jones - Apogeum (Audio Injection Remix),0.0000,"5,493",Techno,3,"[('Techno', 2.5), ('Tech House', 0.5)]"
,,pIqtuWBon-Y,https://youtu.be/pIqtuWBon-Y,6:16,376,origin unknown - truly one remix pt 1,0.0000,"5,445",Drum & Bass,3,"[('Drum & Bass', 3.0)]"
,,FBQY_hQAdwQ,https://youtu.be/FBQY_hQAdwQ,5:19,319,Axwell & Sebastian Ingrosso Roar Style Of Eye Remix)  [HD/HQ],0.0000,"5,385",Progressive House,3,"[('Progressive House', 2.0), ('Trance', 0.5), ('Progressive Trance', 0.5)]"
,,AbS-_0m4Fb8,https://youtu.be/AbS-_0m4Fb8,6:28,388,Skiver - The Void,0.0000,"5,372",Tech House,3,"[('Tech House', 3.0)]"
,,AkOyvJ9hkB0,https://youtu.be/AkOyvJ9hkB0,4:14,254,Dustin Zahn plays Juan Sanchez - Buffer (Drumcode) at Boiler Room Berlin,0.0000,"5,357",Techno,3,"[('Techno', 3.0)]"
,,1JAWwcGDUKg,https://youtu.be/1JAWwcGDUKg,5:57,357,Break - Authentic,0.0000,"5,342",Drum & Bass,3,"[('Drum & Bass', 3.0)]"
,,HV5fZnzzhzw,https://youtu.be/HV5fZnzzhzw,5:02,302,Z.I.P.P.O - I Was There [FIDES 003],0.0000,"5,340",Techno,3,"[('Techno', 3.0)]"
,,KCBFmsMCM6g,https://youtu.be/KCBFmsMCM6g,5:44,344,Infinite - Beachball,0.0000,"5,333",Drum & Bass,3,"[('Drum & Bass', 3.0)]"
,,ZF0iVYk64Fs,https://youtu.be/ZF0iVYk64Fs,6:41,401,Dylan- Spasm,0.0000,"5,330",Drum & Bass,3,"[('Drum & Bass', 3.0)]"
,,k_UTBC-fCDE,https://youtu.be/k_UTBC-fCDE,6:35,395,Studio Pressure : Borneo [PPRO20],0.0000,"5,315",Drum & Bass,3,"[('Drum & Bass', 2.5)]"
,,wiQeKOPiSS8,https://youtu.be/wiQeKOPiSS8,3:26,206,Spirit - Interstate,0.0000,"5,226",Drum & Bass,3,"[('Drum & Bass', 3.0)]"
,,Qvtx3QKXMWk,https://youtu.be/Qvtx3QKXMWk,3:02,182,META038 Heist- Violent Rain [Audio Clip],0.0000,"5,212",Drum & Bass,3,"[('Drum & Bass', 3.0)]"
,,oqEd7OvkLZk,https://youtu.be/oqEd7OvkLZk,5:25,325,Yotam Avni - Makot,0.0000,"5,173",Techno,3,"[('Techno', 2.33), ('House', 0.33), ('Minimal', 0.33)]"
,,pyACkWRkxAg,https://youtu.be/pyACkWRkxAg,6:11,371,Andrea Frisina - Alpha Centauri (Original Mix),0.0000,"5,143",Techno,3,"[('Techno', 1.5), ('Tech House', 1.0), ('House', 0.5)]"
,,tfWIlzV_DaI,https://youtu.be/tfWIlzV_DaI,6:38,398,Do Or Die (Original Mix),0.0000,"5,119",Progressive Trance,3,"[('Trance', 1.5), ('Progressive Trance', 1.5)]"
,,Bi8SgSYhcy4,https://youtu.be/Bi8SgSYhcy4,7:17,437,Tom Hades - Descending (Original Mix),0.0000,"5,062",Tech House,3,"[('Tech House', 1.17), ('Techno', 0.83), ('House', 0.67)]"
,,MOpJmcz66xs,https://youtu.be/MOpJmcz66xs,4:54,294,Max Vangeli & Adrien Mezsi - DNCE,0.0000,"5,054",Progressive House,3,"[('Progressive House', 3.0)]"
,,h6-9PGy92RQ,https://youtu.be/h6-9PGy92RQ,7:11,431,Boris - Freak U Out (Mark Reeve Remix) [Transmit Recordings],0.0000,"5,052",Techno,3,"[('Techno', 2.5), ('Tech House', 0.5)]"
,,4uBdBja7I_U,https://youtu.be/4uBdBja7I_U,6:19,379,Nicole Moudaber - Be Gone - Intec,0.0000,"5,049",Techno,3,"[('Techno', 2.0), ('Tech House', 1.0)]"
,,dcn8x9CPBRk,https://youtu.be/dcn8x9CPBRk,7:00,420,Filterheadz - Tailgate (Original Mix) [Transmit Recordings],0.0000,"5,039",Techno,3,"[('Techno', 2.5), ('Tech House', 0.5)]"
,,ZEIFj2bPcUU,https://youtu.be/ZEIFj2bPcUU,6:34,394,Axel Karakasis - Hashtag,0.0000,"5,026",Techno,3,"[('Techno', 2.0), ('Tech House', 1.0)]"
,,p9dKI1_K890,https://youtu.be/p9dKI1_K890,6:07,367,Overlook - Street Spirit,0.0000,"5,019",Drum & Bass,3,"[('Drum & Bass', 2.5)]"
,,RS0y_13qaJo,https://youtu.be/RS0y_13qaJo,6:43,403,2pole - Dopamine (Original Mix) [Transmit Recordings],0.0000,"5,017",Tech House,3,"[('Techno', 1.5), ('Tech House', 1.5)]"
,,lDyFlA6q3B0,https://youtu.be/lDyFlA6q3B0,3:28,208,Addison Groove & Sam Binga - Rzor,0.0000,"5,004",Drum & Bass,3,"[('Drum & Bass', 3.0)]"
,,ukCN2xNxe8I,https://youtu.be/ukCN2xNxe8I,6:38,398,"Martin Dawson, Jay Shepheard-Cut A Hole",0.0000,"4,995",House,3,"[('House', 3.0)]"
,,eJNqM8xH-nY,https://youtu.be/eJNqM8xH-nY,7:13,433,Tom Laws - Vindavadge (Gabriel D'Or & Bordoy Remix) [Respekt],0.0000,"4,975",Techno,3,"[('Techno', 3.0)]"
,,weNdv38PiKY,https://youtu.be/weNdv38PiKY,6:06,366,Peter Van Hoesen - Coast To Coast (T2X29),0.0000,"4,975",Techno,3,"[('Techno', 2.0), ('Tech House', 0.5), ('Minimal', 0.5)]"
,,v8KxjOJk-qw,https://youtu.be/v8KxjOJk-qw,5:43,343,CHPTR - XII  [CHPTR004],0.0000,"4,967",Techno,3,"[('Techno', 2.5), ('Tech House', 0.5)]"
,,RRh7wQB50IU,https://youtu.be/RRh7wQB50IU,5:04,304,Weska - Conscious - Octopus Recordings,0.0000,"4,965",Techno,3,"[('Techno', 2.5), ('Tech House', 0.5)]"
,,CykjFBbXKGA,https://youtu.be/CykjFBbXKGA,4:44,284,Halogenix - Blej,0.0000,"4,944",Drum & Bass,3,"[('Drum & Bass', 3.0)]"
,,HCLNZKKfA2g,https://youtu.be/HCLNZKKfA2g,6:31,391,Avalanche - Friendzone (Original Mix) [2001],0.0000,"4,903",Trance,3,"[('Trance', 3.0)]"
,,bPebKucB0YE,https://youtu.be/bPebKucB0YE,6:44,404,Marco Bailey - World T.V (Original Mix) [MB Elektronics],0.0000,"4,886",Tech House,3,"[('Tech House', 2.0), ('Techno', 1.0)]"
,,DZwEqtjYQtU,https://youtu.be/DZwEqtjYQtU,7:58,478,Reset Robot - The Hanging Gardens Of Babylon (Original Mix),0.0000,"4,877",Deep House,3,"[('Tech House', 1.0), ('Deep House', 1.0), ('House', 0.5), ('Progressive House', 0.5)]"
,,5xKTteMPj2o,https://youtu.be/5xKTteMPj2o,6:45,405,Paul Strive - Acid Love (Steve Mulder Remix) [Advanced (White)],0.0000,"4,867",Techno,3,"[('Techno', 2.0), ('Tech House', 1.0)]"
,,LVHljNyiBkM,https://youtu.be/LVHljNyiBkM,5:16,316,isotonik - hasta la vista,0.0000,"4,847",House,3,"[('House', 1.0), ('Rave', 0.37), ('Breakbeat', 0.37), ('Breakbeat Hardcore', 0.37), ('Jungle', 0.2), ('Hardcore', 0.2), ('Techno', 0.17), ('House (Old School)', 0.17), ('Happy Hardcore', 0.17)]"
,,ceBG5kqXcMQ,https://youtu.be/ceBG5kqXcMQ,6:55,415,Ruffhouse - 13 (Unlucky for some...),0.0000,"4,844",Drum & Bass,3,"[('Drum & Bass', 2.5)]"
,,WN4cSJq02IY,https://youtu.be/WN4cSJq02IY,5:26,326,Echoplex - The Relapse,0.0000,"4,835",Techno,3,"[('Techno', 1.0), ('Tech House', 0.83), ('Minimal', 0.83), ('Deep House', 0.33)]"
,,fSrWZlNM0WE,https://youtu.be/fSrWZlNM0WE,5:01,301,Mark Broom - 77 [EPM Music],0.0000,"4,810",Progressive House,3,"[('Techno', 1.17), ('Progressive House', 1.17), ('House', 0.67)]"
,,gTNR8CsC51E,https://youtu.be/gTNR8CsC51E,4:12,252,Corderoy - Kerosene (Gai Barone Remix),0.0000,"4,797",Progressive Trance,3,"[('Trance', 1.5), ('Progressive Trance', 1.5)]"
,,GX6-YWR7_HE,https://youtu.be/GX6-YWR7_HE,5:36,336,Steve Bicknell - harmonious balance - 126D-01,0.0000,"4,791",Techno,3,"[('Techno', 2.33), ('Minimal', 0.33), ('Dub Techno', 0.33)]"
,,lMO_se5eRSc,https://youtu.be/lMO_se5eRSc,7:50,470,Johannes Brecht - Another World (Original Mix),0.0000,"4,754",House,3,"[('House', 1.5), ('Deep House', 1.0), ('Tech House', 0.5)]"
,,IZjGP125nzo,https://youtu.be/IZjGP125nzo,5:37,337,"Total Science, Quadrant & Iris - Pushin Your Luck",0.0000,"4,754",Drum & Bass,3,"[('Drum & Bass', 3.0)]"
,,2hxkK32JOuE,https://youtu.be/2hxkK32JOuE,6:35,395,"Filterheadz, Gaston Zani - Perspective [Tronic]",0.0000,"4,744",Techno,3,"[('Techno', 2.0), ('Tech House', 1.0)]"
,,ywNiAOCynGw,https://youtu.be/ywNiAOCynGw,8:17,497,Michael Mayer~Voigt Kampff Test [Barnt Mix],0.0000,"4,733",Deep Tech House,3,"[('Deep House', 1.0), ('Deep Tech House', 1.0), ('House', 0.33), ('Trance', 0.33)]"
,,m5SZ_a8QF3U,https://youtu.be/m5SZ_a8QF3U,4:46,286,Recactussed (Fourth Level Mix),0.0000,"4,730",Hard Trance,3,"[('Techno', 0.56), ('Rave', 0.56), ('Hard Trance', 0.56), ('Trance', 0.42), ('Acid', 0.17), ('Acid Techno', 0.17), ('Electro', 0.14), ('Breakbeat', 0.14), ('Hardcore', 0.14), ('Happy Hardcore', 0.14)]"
,,5R-cfvQAeDk,https://youtu.be/5R-cfvQAeDk,3:27,207,Ed Rush & Optical - The Shining - METRO RECORDINGS,0.0000,"4,696",House,3,"[('House', 1.0), ('Drum & Bass', 0.5), ('Techno', 0.25), ('Dubstep', 0.25), ('Rave', 0.25), ('Experimental', 0.25)]"
,,hfO9ph1XqyI,https://youtu.be/hfO9ph1XqyI,3:15,195,2Symmetry - Loophole (Original Mix),0.0000,"4,689",Progressive Trance,3,"[('Trance', 1.5), ('Progressive Trance', 1.5)]"
,,7-xgOuyCtq8,https://youtu.be/7-xgOuyCtq8,6:34,394,Steve Mulder - Hole In The Wall (Original Mix) [ORANGE RECORDINGS],0.0000,"4,657",Techno,3,"[('Techno', 1.5), ('Tech House', 1.0), ('Progressive House', 0.5)]"
,,5rcA9UyfQt4,https://youtu.be/5rcA9UyfQt4,5:15,315,Wagz - Exile,0.0000,"4,636",Drum & Bass,3,"[('Drum & Bass', 3.0)]"
,,Fj9tczXmpPs,https://youtu.be/Fj9tczXmpPs,5:22,322,Harry Square - Lancer [Interstate] OUT NOW!,0.0000,"4,635",Trance,3,"[('Trance', 1.83), ('Psytrance', 0.83), ('House', 0.33)]"
,,ELWn7vmcZvo,https://youtu.be/ELWn7vmcZvo,6:22,382,PREMIERE: Spiros Kaloumenos - Photosphere (Original Mix) - Noir Music,0.0000,"4,582",Techno,3,"[('Techno', 1.33), ('Progressive House', 1.0), ('House', 0.33), ('Minimal', 0.33)]"
,,T7TZkNFlJ7Y,https://youtu.be/T7TZkNFlJ7Y,6:28,388,Redhead - Twilight Boy (Original Mix) [MB Elektronics],0.0000,"4,582",Tech House,3,"[('Techno', 1.33), ('Tech House', 1.33), ('House', 0.33)]"
,,9pljNNOraQo,https://youtu.be/9pljNNOraQo,5:28,328,DJ Albert vs. Precision ‎– Say Yes (Katana Remix),0.0000,"4,565",Trance,3,"[('Trance', 2.5)]"
,,dYYdaLdasnk,https://youtu.be/dYYdaLdasnk,5:37,337,Henning Baer - Pittsburgh Left [MANHIGH002],0.0000,"4,555",Techno,3,"[('Techno', 1.5), ('Detroit Techno', 1.0), ('Tech House', 0.5)]"
,,7RtxPWFPhpE,https://youtu.be/7RtxPWFPhpE,6:31,391,Filterheadz - Raised By Wolves,0.0000,"4,536",Tech House,3,"[('Techno', 1.25), ('Tech House', 1.25), ('Progressive House', 0.25), ('Trance', 0.25)]"
,,vzo4JnxeqMU,https://youtu.be/vzo4JnxeqMU,5:46,346,Mod21 - Barra Nayek (Mike Parker Remix) [MMV006],0.0000,"4,454",Techno,3,"[('Techno', 2.33), ('Minimal', 0.33), ('Dub Techno', 0.33)]"
,,5EwRVgl-aHQ,https://youtu.be/5EwRVgl-aHQ,5:04,304,Lewis Fautzi - Synthoponic (Original Mix) [SOMA RECORDS],0.0000,"4,435",Techno,3,"[('Techno', 2.5), ('Tech House', 0.5)]"
,,7TNEpeRcauo,https://youtu.be/7TNEpeRcauo,5:42,342,Vinicius Honorio - Catch 22 (Original Mix),0.0000,"4,435",Techno,3,"[('Techno', 2.5), ('Tech House', 0.5)]"
,,ngkJMijDU0E,https://youtu.be/ngkJMijDU0E,6:22,382,DJ Hyperactive - Transpose,0.0000,"4,429",Acid,3,"[('Acid', 1.5), ('Hardcore', 1.0), ('Techno', 0.5)]"
