index,ok,track_id,url,duration_str,duration,title,score,view_count,genre,num_mixes,genre_counts,beatport_genre,bpm,key,track_name,artist,length,beatport_url
,,BJhLDHWQpWk,https://youtu.be/BJhLDHWQpWk,6:07,367,EDX - Reckless Ardor (Original Mix),0.0001,"454,002",Progressive Trance,3,"[('House', 1.0), ('Trance', 1.0), ('Progressive Trance', 1.0)]",Mainstage,121,Bb Minor,Reckless Ardor,EDX,6:07,https://www.beatport.com/track/Reckless%20Ardor/4939812
,,aQ9HPU74XgI,https://youtu.be/aQ9HPU74XgI,6:50,410,Fatima Yamaha - Love Invaders,0.0001,"451,399",House,3,"[('House', 2.5)]",Electronica,118,E Minor,Love Invaders,Fatima Yamaha,6:49,https://www.beatport.com/track/Love%20Invaders/7398024
,,3fyFoA3SPPs,https://youtu.be/3fyFoA3SPPs,6:44,404,Amira - My Desire (Sam Divine Remix),0.0001,"450,952",House,3,"[('Tech House', 1.17), ('House', 1.17), ('Progressive House', 0.67)]",House,125,C Minor,My Desire,Amira,6:44,https://www.beatport.com/track/My%20Desire/12373245
,,i6oY3iegvk8,https://youtu.be/i6oY3iegvk8,6:37,397,Röyksopp - I Had This Thing (Joris Voorn Remix),0.0001,"449,978",Tech House,3,"[('Tech House', 1.0), ('Techno', 0.5), ('House', 0.5), ('Progressive House', 0.33), ('Trance', 0.33), ('Progressive Trance', 0.33)]",Tech House,124,F Major,I Had This Thing,Royksopp,6:36,https://www.beatport.com/track/I%20Had%20This%20Thing/6391793
,,fdwNcFez7Qs,https://youtu.be/fdwNcFez7Qs,8:07,487,Simon Patterson - Thump (Original Mix) Full Version,0.0001,"445,448",Trance,3,"[('Trance', 2.0), ('Psytrance', 1.0)]",Trance (Main Floor),134,G Major,Thump,Simon Patterson,7:45,https://www.beatport.com/track/Thump/4406802
,,sHGQzPuddQs,https://youtu.be/sHGQzPuddQs,8:04,484,Simon Patterson feat. Lucy Pullin - The One (Original Mix),0.0001,"439,802",Progressive Trance,3,"[('Trance', 1.33), ('Progressive Trance', 1.33), ('Progressive House', 0.33)]",Trance (Main Floor),132,E Major,The One feat. Lucy Pullin,Simon Patterson,7:47,https://www.beatport.com/track/The%20One%20feat.%20Lucy%20Pullin/4452120
,,4NfVScBq1zo,https://youtu.be/4NfVScBq1zo,8:31,511,Adam Beyer & Joseph Capriati - Congenial Endeavor (Original Full Mix) HD,0.0001,"435,791",Tech House,3,"[('Techno', 1.5), ('Tech House', 1.5)]",Techno (Peak Time / Driving),128,A Major,Congenial Endeavor,Joseph Capriati,8:30,https://www.beatport.com/track/Congenial%20Endeavor/3341145
,,4C-WH6IhBS8,https://youtu.be/4C-WH6IhBS8,8:12,492,Enrico Sangiuliano - X-Pollination [UNRILIS],0.0001,"433,619",Tech House,3,"[('Tech House', 1.0), ('House', 0.83), ('Progressive House', 0.83), ('Trance', 0.33)]",Techno (Peak Time / Driving),126,G# Minor,X-Pollination,Enrico Sangiuliano,8:12,https://www.beatport.com/track/X-Pollination/7677943
,,sGXkmzazfWk,https://youtu.be/sGXkmzazfWk,5:10,310,Anushka - Never Can Decide (Ivy Lab Remix),0.0001,"432,386",Drum & Bass,3,"[('Drum & Bass', 3.0)]",Dance / Electro Pop,86,C Minor,Never Can Decide,Anushka,5:14,https://www.beatport.com/track/Never%20Can%20Decide/15167600
,,aMA5OpKo0OU,https://youtu.be/aMA5OpKo0OU,6:59,419,Orkidea - Nana (Jerome Isma-Ae Remix),0.0001,"428,077",Progressive Trance,3,"[('Trance', 1.33), ('Progressive Trance', 1.33), ('Progressive House', 0.33)]",Trance (Main Floor),126,C Major,Nana,Orkidea,6:51,https://www.beatport.com/track/Nana/7893534
,,ULFUh4w8Veo,https://youtu.be/ULFUh4w8Veo,8:24,504,Yotto - Cooper's Cup,0.0001,"427,122",Trance,3,"[('Trance', 1.17), ('Progressive Trance', 0.83), ('House', 0.33), ('Progressive House', 0.33), ('Psytrance', 0.33)]",Melodic House & Techno,123,Db Minor,Cooper's Cup,Yotto,8:21,https://www.beatport.com/track/Cooper's%20Cup/8209535
,,vtt2lRCC78c,https://youtu.be/vtt2lRCC78c,3:57,237,Sonic One - Punk! (twoloud Remix),0.0001,"424,121",Progressive House,3,"[('Progressive House', 2.0), ('House', 1.0)]",Mainstage,128,F Major,Punk!,twoloud,3:56,https://www.beatport.com/track/Punk!/7654255
,,dZ7bkrXYlQU,https://youtu.be/dZ7bkrXYlQU,6:48,408,Gershon Jackson - Take It Easy (Sonny Fodera & Mat  Joe Remix) [Official Audio],0.0001,"422,656",House,3,"[('House', 2.5), ('Tech House', 0.5)]",House,124,C Major,Take it Easy,Mat.Joe,6:47,https://www.beatport.com/track/Take%20it%20Easy/7498114
,,JZXve_jk1gs,https://youtu.be/JZXve_jk1gs,7:38,458,Cherrymoon Trax - The House Of House (Original Mix),0.0001,"422,548",Trance,3,"[('Trance', 0.92), ('Techno', 0.42), ('Rave', 0.42), ('Progressive Trance', 0.25), ('Acid', 0.17), ('Acid Techno', 0.17), ('Hard Trance', 0.17)]",Trance (Main Floor),149,Eb Major,The House Of House,Cherrymoon Trax,7:38,https://www.beatport.com/track/The%20House%20Of%20House/1678227
,,L9aTyZYuREY,https://youtu.be/L9aTyZYuREY,7:05,425,Ben Sims - I Wanna Go Back (Feat. Blake Baxter),0.0001,"421,546",Techno,3,"[('Techno', 2.0), ('Tech House', 1.0)]",Techno (Raw / Deep / Hypnotic),0,A Minor,Mr. Blake Baxter,Blake Baxter,0:06,https://www.beatport.com/track/Mr.%20Blake%20Baxter/1003150
,,oyuyyLlZjhk,https://youtu.be/oyuyyLlZjhk,7:02,422,Adrian Hour - Rhythm Cats (Original Mix) [Suara],0.0001,"421,224",Tech House,3,"[('Tech House', 2.0), ('House', 1.0)]",Techno (Peak Time / Driving),124,Gb Minor,Rhythm Cats,Adrian Hour,7:02,https://www.beatport.com/track/Rhythm%20Cats/5419494
,,KFEDsD8FPvI,https://youtu.be/KFEDsD8FPvI,5:12,312,Kryder - Aphrodite (Original),0.0001,"420,559",Progressive House,3,"[('Progressive House', 2.0), ('House', 1.0)]",Mainstage,128,G Minor,Aphrodite,Kryder,5:04,https://www.beatport.com/track/Aphrodite/4660080
,,5fPeH4Dh8Gw,https://youtu.be/5fPeH4Dh8Gw,3:30,210,Ed Rush - Scarabs,0.0001,"418,484",Drum & Bass,3,"[('Drum & Bass', 3.0)]",Drum & Bass,87,D Major,Scarabs,Ed Rush,5:13,https://www.beatport.com/track/Scarabs/5792398
,,JkZ-0Y2X3N8,https://youtu.be/JkZ-0Y2X3N8,6:11,371,MD X-Spress - God Made Me Phunky (Original Mix) (Mike Dunn),0.0001,"417,065",House,3,"[('House', 2.5)]",[-] error : statue code 403,[-] error : statue code 403,[-] error : statue code 403,[-] error : statue code 403,[-] error : statue code 403,[-] error : statue code 403,[-] error : statue code 403
,,j_S6YAEDf90,https://youtu.be/j_S6YAEDf90,5:31,331,Cristoph - Reachin' (Original Mix) - Noir Music,0.0001,"416,952",House,3,"[('House', 3.0)]",Tech House,124,G Minor,Reachin',Cristoph,6:27,https://www.beatport.com/track/Reachin'/6264355
,,2Lv_qg9iKtA,https://youtu.be/2Lv_qg9iKtA,7:33,453,Cosmin TRG - In Your Body [SPORTIV001],0.0001,"412,778",Techno,3,"[('Techno', 2.5), ('Tech House', 0.5)]",Techno (Peak Time / Driving),128,Ab Major,In Your Body,Cosmin TRG,7:32,https://www.beatport.com/track/In%20Your%20Body/8542734
,,mCUzh9uJwoc,https://youtu.be/mCUzh9uJwoc,7:31,451,Patrice Bäumel - Glutes (Original Mix) [Afterlife],0.0001,"412,520",Trance,3,"[('Progressive House', 0.83), ('Trance', 0.83), ('Tech House', 0.5), ('House', 0.5), ('Progressive Trance', 0.33)]",Melodic House & Techno,127,A# Minor,Glutes,Patrice Baumel,7:29,https://www.beatport.com/track/Glutes/9248346
,,VJcdAuomeZA,https://youtu.be/VJcdAuomeZA,6:59,419,Paul Oakenfold - Cafe Del Mar (Original Mix),0.0001,"409,947",Progressive Trance,3,"[('Progressive House', 1.0), ('Trance', 1.0), ('Progressive Trance', 1.0)]",Trance (Main Floor),132,C Minor,Cafe Del Mar,Paul Oakenfold,4:30,https://www.beatport.com/track/Cafe%20Del%20Mar/6432562
,,PPyUmpl1Nqw,https://youtu.be/PPyUmpl1Nqw,3:40,220,Deux - Game And Performance (1983),0.0001,"406,015",House,3,"[('House', 0.83), ('Disco', 0.33), ('EBM', 0.33), ('Soul', 0.33), ('Synth Pop', 0.33)]",Electronica,74,A Major,Game and Performance,Deux,3:38,https://www.beatport.com/track/Game%20and%20Performance/10761587
,,VAqfu9WT63w,https://youtu.be/VAqfu9WT63w,4:24,264,Green Velvet & Carl Craig - Rosalie,0.0001,"397,504",House,3,"[('House', 1.83), ('Deep House', 0.5), ('Tech House', 0.33), ('Electro', 0.33)]",Tech House,124,A# Major,Rosalie,Carl Craig,5:29,https://www.beatport.com/track/Rosalie/11835281
,,T1ZObhfr4Yc,https://youtu.be/T1ZObhfr4Yc,7:09,429,Dense & Pika - Black Deep [HF041],0.0001,"395,898",Tech House,3,"[('Tech House', 1.75), ('House', 0.75), ('Techno', 0.25), ('Minimal', 0.25)]",Techno (Peak Time / Driving),127,G Minor,Black Deep,Dense & Pika,7:09,https://www.beatport.com/track/Black%20Deep/4820093
,,BCNxN9Xfn84,https://youtu.be/BCNxN9Xfn84,6:15,375,Biscits - Do It Like This (Extended Mix),0.0001,"395,366",House,3,"[('House', 1.25), ('Progressive House', 1.0), ('Tech House', 0.25), ('Dubstep', 0.25)]",Tech House,124,Bb Minor,Do It Like This,Biscits,6:12,https://www.beatport.com/track/Do%20It%20Like%20This/11181570
,,pAJw2RS5Kis,https://youtu.be/pAJw2RS5Kis,8:38,518,Pryda - Lillo (Original Mix) [Pryda Recordings],0.0001,"393,161",Progressive House,3,"[('Progressive House', 1.0), ('Trance', 0.83), ('Progressive Trance', 0.5), ('House', 0.33), ('Psytrance', 0.33)]",Progressive House,126,D# Major,Lillo,Pryda,8:38,https://www.beatport.com/track/Lillo/8798957
,,YA7Le4Mf3sY,https://youtu.be/YA7Le4Mf3sY,3:06,186,Etherwood - Spoken,0.0001,"390,468",Drum & Bass,3,"[('Drum & Bass', 3.0)]",Dance / Electro Pop,150,G# Major,Spoken,Etherwood,2:35,https://www.beatport.com/track/Spoken/13851126
,,9UCNB6ukAkA,https://youtu.be/9UCNB6ukAkA,4:04,244,Enei - Just One Look (ft. Charli Brix) (Official Video) [Critical Music],0.0001,"389,967",Drum & Bass,3,"[('Drum & Bass', 3.0)]",[-] error : statue code 403,[-] error : statue code 403,[-] error : statue code 403,[-] error : statue code 403,[-] error : statue code 403,[-] error : statue code 403,[-] error : statue code 403
,,UkB97JZnsPQ,https://youtu.be/UkB97JZnsPQ,5:26,326,Clouds - Chained to a Dead Camel,0.0001,"389,215",Techno,3,"[('Techno', 3.0)]",Techno (Peak Time / Driving),130,G Minor,Chained to a Dead Camel,Clouds,5:25,https://www.beatport.com/track/Chained%20to%20a%20Dead%20Camel/4319859
,,yTODkLro8gs,https://youtu.be/yTODkLro8gs,9:08,548,Tiësto & Junkie XL - Obsession,0.0001,"385,350",Trance,3,"[('Trance', 2.0)]",Trance (Main Floor),135,C Minor,Obsession,Junkie XL,9:06,https://www.beatport.com/track/Obsession/907417
,,UvG7_PW7lHg,https://youtu.be/UvG7_PW7lHg,4:35,275,TV Noise - The Hold (Original Mix),0.0001,"385,120",Progressive House,3,"[('Progressive House', 3.0)]",Mainstage,128,A Minor,The Hold,TV Noise,4:33,https://www.beatport.com/track/The%20Hold/5257282
,,YeueYugJLVc,https://youtu.be/YeueYugJLVc,5:13,313,Above & Beyond - All Over The World feat. Alex Vargas (Above & Beyond Club Mix),0.0001,"379,652",Progressive Trance,3,"[('Trance', 1.33), ('Progressive Trance', 1.33), ('Progressive House', 0.33)]",Progressive House,128,G Major,All Over The World feat. Alex Vargas,Alex Vargas,6:52,https://www.beatport.com/track/All%20Over%20The%20World%20feat.%20Alex%20Vargas/13583954
,,MvYXwNPV1_c,https://youtu.be/MvYXwNPV1_c,6:17,377,Dusty Kid - Pantagruel (Original Mix) [Suara],0.0001,"372,728",Progressive House,3,"[('Techno', 1.33), ('Progressive House', 1.33), ('House', 0.33)]",Techno (Peak Time / Driving),130,F# Minor,Pantagruel,Dusty Kid,6:16,https://www.beatport.com/track/Pantagruel/11926555
,,WhVKUGuMbkA,https://youtu.be/WhVKUGuMbkA,6:45,405,QUADROPHONIA - Quadrophonia,0.0001,"368,931",Rave,3,"[('Rave', 1.0), ('Techno', 0.5), ('Breakbeat', 0.5), ('Tech House', 0.33), ('Trance', 0.33), ('Minimal', 0.33)]",Techno (Peak Time / Driving),131,Bb Major,Quadrophonia,Quadrophonia,6:32,https://www.beatport.com/track/Quadrophonia/17187787
,,c5GMJ_KQHCc,https://youtu.be/c5GMJ_KQHCc,7:33,453,IV67 - Rampa - Necessity - Secret Weapons Part 8,0.0001,"356,102",House,3,"[('House', 1.33), ('Deep House', 0.5), ('Deep Tech House', 0.5), ('Tech House', 0.33), ('Breakbeat', 0.33)]",Techno (Peak Time / Driving),127,D Minor,Necessity,SuslovvV,3:39,https://www.beatport.com/track/Necessity/12812377
,,PgiZT38wo3I,https://youtu.be/PgiZT38wo3I,4:34,274,KAAZE - Haartz [OUT NOW!],0.0001,"354,210",Progressive House,3,"[('Progressive House', 3.0)]",Mainstage,130,E Minor,Haartz,KAAZE,4:32,https://www.beatport.com/track/Haartz/8748417
,,AIP0sJvGyFo,https://youtu.be/AIP0sJvGyFo,6:59,419,Terence Fixmer - Aktion Mekanik Theme (Kobosil 44 version),0.0001,"345,860",Techno,3,"[('Techno', 3.0)]",Techno (Peak Time / Driving),130,B Major,Aktion Mekanik Theme,Kobosil,6:58,https://www.beatport.com/track/Aktion%20Mekanik%20Theme/6724421
,,HqbXWvQhyAI,https://youtu.be/HqbXWvQhyAI,5:17,317,Shift K3Y - Touch (Grum remix),0.0001,"344,489",Progressive House,3,"[('Progressive House', 1.83), ('House', 0.83), ('Drum & Bass', 0.33)]",[-] error : statue code 403,[-] error : statue code 403,[-] error : statue code 403,[-] error : statue code 403,[-] error : statue code 403,[-] error : statue code 403,[-] error : statue code 403
,,lCZdvzf8lAI,https://youtu.be/lCZdvzf8lAI,6:41,401,Dennis Ferrer - Son Of Raw,0.0001,"343,617",House,3,"[('Tech House', 1.5), ('House', 1.5)]",Deep House,127,Bb Minor,Son Of Raw,Dennis Ferrer,6:40,https://www.beatport.com/track/Son%20Of%20Raw/615732
,,R4FsfABeJ8Y,https://youtu.be/R4FsfABeJ8Y,4:56,296,John Dahlback & Benny Benassi - Blink Again (Cover Art),0.0001,"339,730",Progressive House,3,"[('Progressive House', 3.0)]",Mainstage,128,G Minor,Blink Again,John Dahlback,4:41,https://www.beatport.com/track/Blink%20Again/5388226
,,l8SYfPMknpQ,https://youtu.be/l8SYfPMknpQ,10:16,616,"Omar-S- Here's Your Trance, Now Dance!!",0.0001,"339,715",Tech House,3,"[('Tech House', 1.0), ('Techno', 0.5), ('House', 0.5), ('Deep Tech House', 0.5), ('IDM', 0.5)]",Deep House,120,Gb Major,Here's Your Trance Now Dance!,Omar S,10:16,https://www.beatport.com/track/Here's%20Your%20Trance%20Now%20Dance!/1750572
,,JKwbjTwC5mA,https://youtu.be/JKwbjTwC5mA,3:12,192,Camo & Krooked - Aurora feat Metrik,0.0001,"338,824",Drum & Bass,3,"[('Drum & Bass', 1.5), ('Dubstep', 1.0)]",Drum & Bass,88,F Major,Aurora feat. Metrik,Camo & Krooked,4:23,https://www.beatport.com/track/Aurora%20feat.%20Metrik/8448941
,,H3q-xMMctEI,https://youtu.be/H3q-xMMctEI,4:53,293,Galcher Lustwerk - I Neva Seen,0.0001,"338,552",Deep House,3,"[('Deep House', 1.5), ('House', 1.0), ('Disco', 0.5)]",Deep House,118,F Minor,I Neva Seen,Galcher Lustwerk,4:53,https://www.beatport.com/track/I%20Neva%20Seen/6700678
,,U_uXtTqFKIM,https://youtu.be/U_uXtTqFKIM,4:30,270,Tommy Trash & Henry Fong feat. Faith Evans - Love Like This [OUT NOW!],0.0001,"337,789",Progressive House,3,"[('Progressive House', 2.5), ('Progressive Trance', 0.5)]",Mainstage,128,E Major,Love Like This feat. Faith Evans,Faith Evans,4:26,https://www.beatport.com/track/Love%20Like%20This%20feat.%20Faith%20Evans/6023008
,,SAV1OmMKt98,https://youtu.be/SAV1OmMKt98,9:12,552,Moby - Go (Bart Skils Remix) [Drumcode],0.0001,"332,387",Techno,3,"[('Techno', 1.5), ('Tech House', 1.0), ('House', 0.5)]",Techno (Peak Time / Driving),126,E Minor,Go,Bart Skils,9:11,https://www.beatport.com/track/Go/8595101
,,1LH0Lnhpd8s,https://youtu.be/1LH0Lnhpd8s,8:24,504,Larry Heard - Deja Vu (Musaria Mix),0.0001,"331,695",House,3,"[('House', 1.5), ('Tech House', 0.5), ('Deep House', 0.5)]",House,123,Db Major,Deja Vu,Musaria,8:23,https://www.beatport.com/track/Deja%20Vu/9659302
,,cl8yFp_UXgA,https://youtu.be/cl8yFp_UXgA,5:27,327,Méron - Somebody Like Me (Original Mix),0.0001,"329,122",Progressive House,3,"[('Progressive House', 1.33), ('Progressive Trance', 0.83), ('Trance', 0.5), ('Tech House', 0.33)]",Mainstage,123,A Minor,Somebody Like Me,Meron,5:26,https://www.beatport.com/track/Somebody%20Like%20Me/5592365
,,jBX3xK0MdlE,https://youtu.be/jBX3xK0MdlE,6:13,373,Charles Fenckler - Frozen Room,0.0001,"326,663",Techno,3,"[('Techno', 2.0), ('Tech House', 1.0)]",Techno (Peak Time / Driving),130,Db Major,Frozen Room,Charles Fenckler,6:12,https://www.beatport.com/track/Frozen%20Room/7541864
,,kNcHM5zJGt4,https://youtu.be/kNcHM5zJGt4,10:30,630,Global Communication- The Way (Secret Ingredients mix) CLASS,0.0001,"321,621",House,3,"[('House', 2.25), ('Tech House', 0.25), ('Disco', 0.25), ('House (Old School)', 0.25)]",House,120,Bb Minor,The Way,Secret Ingredients,11:49,https://www.beatport.com/track/The%20Way/815623
,,HM9wkYrpMAs,https://youtu.be/HM9wkYrpMAs,3:07,187,Chimpo - Buzzin' Ft Dub Phizix and Skeptical - OUT NOW !!!,0.0001,"320,203",Drum & Bass,3,"[('Drum & Bass', 3.0)]",Drum & Bass,87,C Minor,"Buzzin (feat. Dub Phizix, Skeptical)",Dub Phizix,7:02,"https://www.beatport.com/track/Buzzin%20(feat.%20Dub%20Phizix,%20Skeptical)/5597513"
,,VnhsNpNNWKA,https://youtu.be/VnhsNpNNWKA,6:57,417,Motor City Drum Ensemble - Raw Cuts 3,0.0001,"318,551",House,3,"[('House', 2.5), ('Deep House', 0.5)]",Deep House,117,C Major,Raw Cuts #3,Motor City Drum Ensemble,6:56,https://www.beatport.com/track/Raw%20Cuts%20#3%2F1189995
,,CSfV3vSEfQw,https://youtu.be/CSfV3vSEfQw,8:32,512,&ME - Locust (Keinemusik - KM023),0.0001,"317,855",House,3,"[('House', 1.5), ('Tech House', 1.0), ('Progressive House', 0.5)]",Melodic House & Techno,120,E Minor,The Rapture Pt.III,Keinemusik,8:02,https://www.beatport.com/track/The%20Rapture%20Pt.III/17704236
,,aRYL-OaD3dI,https://youtu.be/aRYL-OaD3dI,6:17,377,Reinier Zonneveld - Acid Incident (Original Mix),0.0001,"316,108",Techno,3,"[('Techno', 2.0), ('Tech House', 0.5), ('Acid', 0.5)]",Techno (Peak Time / Driving),128,C Major,Acid Incident,Reinier Zonneveld,6:16,https://www.beatport.com/track/Acid%20Incident/9738241
,,goYJj8TsysI,https://youtu.be/goYJj8TsysI,10:14,614,Jam & Spoon - Odyssey to Anyoona,0.0001,"315,913",Trance,3,"[('Trance', 2.0), ('Progressive Trance', 1.0)]",Trance (Main Floor),132,Bb Minor,Odyssey to Anyoona,Jam & Spoon,10:00,https://www.beatport.com/track/Odyssey%20to%20Anyoona/10281460
,,bditFugO2SI,https://youtu.be/bditFugO2SI,7:07,427,"Above & Beyond feat Zoë Johnston - ""We're All We Need"" (ilan Bluestone Remix)",0.0001,"315,750",Progressive Trance,3,"[('Progressive House', 1.17), ('Progressive Trance', 1.17), ('House', 0.33), ('Trance', 0.33)]",Trance (Main Floor),127,F Minor,We're All We Need feat. Zoe Johnston,Zoe Johnston,7:08,https://www.beatport.com/track/We're%20All%20We%20Need%20feat.%20Zoe%20Johnston/6674885
,,VB2vKK_8OPc,https://youtu.be/VB2vKK_8OPc,6:40,400,Dom & Roland - Can't Punish Me,0.0001,"315,719",Drum & Bass,3,"[('Drum & Bass', 2.5), ('Dubstep', 0.5)]",Drum & Bass,87,Eb Major,Can't Punish Me,Dom & Roland,7:01,https://www.beatport.com/track/Can't%20Punish%20Me/2076665
,,cyIxFpo4pRE,https://youtu.be/cyIxFpo4pRE,7:40,460,Envoy - Dark Manoeuvres (Slam Remix),0.0001,"315,118",Tech House,3,"[('Tech House', 1.5), ('Techno', 1.0), ('House', 0.5)]",Techno (Peak Time / Driving),128,Eb Minor,Dark Manoeuvres,Slam,7:40,https://www.beatport.com/track/Dark%20Manoeuvres/4123047
,,JXFgWdexP-E,https://youtu.be/JXFgWdexP-E,4:21,261,Loadstar - Give It To Me (DC Breaks Remix),0.0001,"315,108",Drum & Bass,3,"[('Drum & Bass', 2.0), ('Dubstep', 1.0)]",Electronica,88,F Minor,Give It to Me,Loadstar,4:26,https://www.beatport.com/track/Give%20It%20to%20Me/8985989
,,id5NQwWX5zM,https://youtu.be/id5NQwWX5zM,9:15,555,Dominik Eulberg - Opel Tantra (Original Mix),0.0001,"314,008",Tech House,3,"[('Tech House', 2.0), ('House', 1.0)]",Melodic House & Techno,126,F Major,Opel Tantra,Dominik Eulberg,9:13,https://www.beatport.com/track/Opel%20Tantra/4330100
,,oNOGkKp375s,https://youtu.be/oNOGkKp375s,6:21,381,Tiger Stripes - Brrr [Truesoul],0.0001,"313,572",House,3,"[('House', 2.0), ('Tech House', 1.0)]",Tech House,124,A Major,Brrr,Tiger Stripes,6:20,https://www.beatport.com/track/Brrr/6783020
,,oM5gcscvczw,https://youtu.be/oM5gcscvczw,6:54,414,Gerd Janson & Shan - Surrender [REGRD004],0.0001,"312,416",House,3,"[('House', 2.0), ('Disco', 1.0)]",House,122,D Minor,Surrender,Gerd Janson,6:53,https://www.beatport.com/track/Surrender/9386542
,,6W6zniId77Y,https://youtu.be/6W6zniId77Y,8:07,487,"Barnt - Geffen (Cómeme 013, 2012)",0.0001,"311,137",House,3,"[('Tech House', 1.17), ('House', 1.17), ('Deep House', 0.67)]",Indie Dance,119,G Major,Geffen,Barnt,8:06,https://www.beatport.com/track/Geffen/3414725
,,HMJV69IDaEE,https://youtu.be/HMJV69IDaEE,4:08,248,Boogie Times Tribe - Dark Stranger ( Origin Unknown Remix ),0.0001,"309,892",Drum & Bass,3,"[('Drum & Bass', 1.25), ('Jungle', 0.58), ('Dubstep', 0.33), ('Electro', 0.33), ('Breakbeat', 0.25), ('Hardcore', 0.25)]",Drum & Bass,80,G Minor,Dark Stranger,Boogie Times Tribe,6:03,https://www.beatport.com/track/Dark%20Stranger/5330810
,,QW5mv0l6s0Q,https://youtu.be/QW5mv0l6s0Q,5:47,347,Amelie Lens - Hypnotized,0.0001,"308,949",Progressive House,3,"[('Techno', 1.5), ('Progressive House', 1.5)]",Techno (Peak Time / Driving),132,A# Minor,Hypnotized,Amelie Lens,5:39,https://www.beatport.com/track/Hypnotized/11978184
,,BpbgwjNaDIw,https://youtu.be/BpbgwjNaDIw,12:21,741,Johannes Heil - From Within,0.0001,"307,720",Tech House,3,"[('Tech House', 2.0), ('Techno', 1.0)]",Melodic House & Techno,126,D# Minor,From Within,Johannes Heil,12:19,https://www.beatport.com/track/From%20Within/11757762
,,xUEbDk4wTV8,https://youtu.be/xUEbDk4wTV8,7:23,443,Adam Port - Planet 9,0.0001,"305,043",House,3,"[('House', 1.0), ('Deep House', 0.83), ('Progressive House', 0.5), ('Tech House', 0.33), ('Deep Tech House', 0.33)]",Melodic House & Techno,122,Eb Major,Planet 9,Adam Port,7:21,https://www.beatport.com/track/Planet%209/11126850
,,Tyf7nTJ6myI,https://youtu.be/Tyf7nTJ6myI,6:15,375,Sam Paganini - Fire In My Arms (Original Mix),0.0001,"303,394",House,3,"[('House', 1.5), ('Tech House', 1.0), ('Techno', 0.5)]",Techno (Peak Time / Driving),125,Db Major,Fire in My Arms,Sam Paganini,6:14,https://www.beatport.com/track/Fire%20in%20My%20Arms/15297000
,,D6K53WNGL3Y,https://youtu.be/D6K53WNGL3Y,7:52,472,Depeche Mode - Never Let Me Down (Cubicolor remix),0.0001,"302,629",House,3,"[('House', 1.17), ('Trance', 0.67), ('Progressive Trance', 0.67), ('Progressive House', 0.5)]",Progressive House,126,A Major,Never Let Me Down Again,Depeche Mode,7:01,https://www.beatport.com/track/Never%20Let%20Me%20Down%20Again/8577596
,,ngAtU6bXSYY,https://youtu.be/ngAtU6bXSYY,8:54,534,Mat Zo - Lucky Strike | Full & HQ,0.0001,"296,279",Trance,3,"[('Trance', 2.33), ('House', 0.33), ('Progressive Trance', 0.33)]",Trance (Main Floor),137,Bb Major,Lucky Strike,Mat Zo,7:47,https://www.beatport.com/track/Lucky%20Strike/790751
,,ZU5wltuwTxA,https://youtu.be/ZU5wltuwTxA,7:52,472,Mark Fanciulli - Sacrifice (Original Mix),0.0001,"295,868",Progressive House,3,"[('House', 1.0), ('Progressive House', 1.0), ('Tech House', 0.5)]",Tech House,123,E Minor,Sacrifice,Mark Fanciulli,7:52,https://www.beatport.com/track/Sacrifice/3292755
,,xM51W3EBKgo,https://youtu.be/xM51W3EBKgo,7:04,424,Trevino - Eclipse,0.0001,"294,983",House,3,"[('Tech House', 0.83), ('House', 0.83), ('Techno', 0.5), ('Minimal', 0.33)]",Techno (Raw / Deep / Hypnotic),127,D Minor,Eclipse,Trevino,7:03,https://www.beatport.com/track/Eclipse/6713718
,,kz06DI2PYHM,https://youtu.be/kz06DI2PYHM,7:22,442,Dusky - Mr Man,0.0001,"294,800",Deep House,3,"[('House', 1.5), ('Deep House', 1.5)]",Deep House,120,D Major,Mr Man,Dusky,7:22,https://www.beatport.com/track/Mr%20Man/4915713
,,ULpZLcLz7Z0,https://youtu.be/ULpZLcLz7Z0,7:29,449,C.P.I. - Proceso (Barnt Remix),0.0001,"294,363",Electro,3,"[('Tech House', 0.5), ('House', 0.5), ('Deep House', 0.5), ('Deep Tech House', 0.5), ('Minimal', 0.5), ('Electro', 0.5)]",Indie Dance,113,Gb Major,Proceso,Barnt,7:28,https://www.beatport.com/track/Proceso/5476944
,,WEvgSpfo6TI,https://youtu.be/WEvgSpfo6TI,3:41,221,Cyantific - Ice Cream,0.0001,"293,919",Drum & Bass,3,"[('Drum & Bass', 2.5), ('Dubstep', 0.5)]",Drum & Bass,87,G Minor,Ice Cream,Cyantific,3:40,https://www.beatport.com/track/Ice%20Cream/5639308
,,m1DUG29Hcao,https://youtu.be/m1DUG29Hcao,7:09,429,Avalon Emerson  - The Frontier (Official Video),0.0001,"288,377",Techno,3,"[('Techno', 1.33), ('House', 0.83), ('Tech House', 0.5)]",Techno (Raw / Deep / Hypnotic),125,Eb Major,The Frontier,Avalon Emerson,7:35,https://www.beatport.com/track/The%20Frontier/15282781
,,gn56ZnHKJPY,https://youtu.be/gn56ZnHKJPY,5:19,319,Tokyo Prose - Waiting On (Ft. Riya),0.0001,"287,535",Drum & Bass,3,"[('Drum & Bass', 3.0)]",Drum & Bass,129,E Minor,Waiting On (feat. Riya),Tokyo Prose,5:18,https://www.beatport.com/track/Waiting%20On%20(feat.%20Riya)/5591526
